instruction,response,passage_sha256,stratum,source_file,chunk_index,example_type,tag,example_id
"According to the passage only, what does the author propose as the means to make people less rapacious, egotistic, and slavish?","The author proposes eliminating the conditions which favour the growth of egotism, rapacity, slavishness, and ambition. Specifically, he advocates for higher instruction and equality of conditions as the only means for destroying inherited slavish instincts, rather than maintaining inequality of wealth, education, and knowledge.",4fad3cdf9f2f37343ed1ef60ce4c2eb4f36aa05cbab01c14c7bb7b5739bc779f,state_law,kropotkin_corpus/essays/are_we_good_enough/section_001_full_text.txt,1,grounded,NA,ex_633
"Using only the passage, explain the key difference between the author's view and that of their opponents regarding human nature and authority.","The author maintains that both rulers and ruled are spoiled by authority, and both exploiters and exploited are spoiled by exploitation. Their opponents, however, seem to believe there is a kind of 'salt of the earth' - the rulers, employers, and leaders - who prevent the ruled and exploited from becoming worse. The key difference is that the author makes no exception for rulers when admitting human imperfections, while opponents do make such an exception.",f9833e2b91ae78c022609ddbc0e9744a77aaca847dd17fecc2dc6352e3c06ba9,state_law,kropotkin_corpus/essays/are_we_good_enough/section_001_full_text.txt,2,grounded,NA,ex_634
"Based only on the passage, what did 'practical people' predict would happen after the abolition of slavery in America, and what actually occurred?","Practical people predicted that if Negroes were no longer compelled to work by whips, they would not work at all and would become a charge upon the community. They advocated for gradual emancipation with some form of whip maintained. However, after slavery was abolished without any transition period following the civil war, none of the terrible consequences they foresaw occurred. The Negroes proved to be industrious, laborious, and provident.",f9833e2b91ae78c022609ddbc0e9744a77aaca847dd17fecc2dc6352e3c06ba9,state_law,kropotkin_corpus/essays/are_we_good_enough/section_001_full_text.txt,2,grounded,NA,ex_635
"Using only the passage, describe what the 'unpractical' camp proposed for Russian serfs and what the outcome was.","The unpractical camp proposed complete liberation of serfs, immediate abolition of any obligation of serfs towards lords, immediate abolition of the lord's jurisdiction, and transfer of affairs to peasants' tribunals elected by peasants who would judge according to unwritten customs rather than formal law. Despite being called folly by practical people, the scheme was largely implemented. Everything went smoothly, and the serfs displayed such good sense and organizing capacity that within three years the villages had completely changed - the slaves were becoming men.",f9833e2b91ae78c022609ddbc0e9744a77aaca847dd17fecc2dc6352e3c06ba9,state_law,kropotkin_corpus/essays/are_we_good_enough/section_001_full_text.txt,2,grounded,NA,ex_636
"Using only the passage, explain what the jurist Dallois observed about the relationship between ignorance in society and the multiplication of laws.","Dallois observed that when ignorance reigns in society and disorder exists in people's minds, laws are multiplied because legislation is expected to solve everything. Each fresh law becomes a fresh miscalculation, leading people to continually demand from law what can only proceed from themselves, their own education, and their own morality.",540e7ce319330b0baf15ead632b44cf369118847c59ad57c82216ddf59c47430,state_law,kropotkin_corpus/essays/law_and_authority/section_001_full_text.txt,1,grounded,NA,ex_637
"Based only on the passage, describe how education and upbringing contribute to society's dependence on law according to Kropotkin.","Kropotkin argues that education from infancy seeks to kill the spirit of revolt and develop submission to authority. Parents raise children in a moral atmosphere emphasizing respect for law and obedience to authority, while schools confirm this impression by using spurious science to prove the necessity of law. Obedience to law is made a religion, fusing moral goodness with the law of masters into a single divinity.",540e7ce319330b0baf15ead632b44cf369118847c59ad57c82216ddf59c47430,state_law,kropotkin_corpus/essays/law_and_authority/section_001_full_text.txt,1,grounded,NA,ex_638
"According to the passage only, what examples does Kropotkin give of people demanding laws instead of taking direct action to solve problems?","Kropotkin gives several examples: a peasant demands a law about parish roads when a road is impassable; an insulted person demands a law for politeness from park-keepers; farmers and speculators call for protective legislation when there is stagnation in agriculture or commerce; and when employers lower wages or increase hours, people demand a law instead of workers recovering wealth from employers through more effectual means.",540e7ce319330b0baf15ead632b44cf369118847c59ad57c82216ddf59c47430,state_law,kropotkin_corpus/essays/law_and_authority/section_001_full_text.txt,1,grounded,NA,ex_639
"Using only the passage, explain why the peasants initially accepted the principle of 'equality before the law' despite its limitations.","Peasants accepted 'equality before the law' because, having previously been treated worse than beasts with no rights or justice against nobles, they saw this principle as recognizing them as equals to their lords, at least in theory regarding personal rights. Though the promise was a lie, it represented an advance and a homage to justice compared to the arbitrary authority and violence they had endured before.",b4836247dcef8e2bc2d963170170627f3766d06f3b88997ac6dcfeb97f58ca03,state_law,kropotkin_corpus/essays/law_and_authority/section_001_full_text.txt,2,grounded,NA,ex_640
"Based only on the passage, describe how the middle class used the concept of law after the French Revolution.","The middle class accepted law as a 'dyke to dam up the popular torrent' and worked to strengthen the principle upon which their power depended. They preached the doctrine in schools, propagated it in writings, molded art and science to support it, and thrust their beliefs everywhere. This allowed them to maintain control while promoting 'respect for law, the same for every man' and representative government as the philosophy of the bourgeois age.",b4836247dcef8e2bc2d963170170627f3766d06f3b88997ac6dcfeb97f58ca03,state_law,kropotkin_corpus/essays/law_and_authority/section_001_full_text.txt,2,grounded,NA,ex_641
"According to the passage only, what distinguishes the modern rebels' approach to law from previous attitudes?","Modern rebels no longer wish to obey law without knowing its origins, uses, and the basis for the obligation to submit to it. They criticize the very foundations of society, analyzing law's sources and finding either a god born of savage terrors or bloodshed and conquest. They study law's characteristics and find immobility rather than growth, a tendency to crystallize what should be modified daily. This fundamental criticism makes the coming upheaval a Revolution rather than a mere insurrection.",b4836247dcef8e2bc2d963170170627f3766d06f3b88997ac6dcfeb97f58ca03,state_law,kropotkin_corpus/essays/law_and_authority/section_001_full_text.txt,2,grounded,NA,ex_642
"Using only the passage, explain the origin of Anarchism according to the text.","Anarchism owes its origin to two sources: the constructive, creative activity of the people which developed all institutions of communal life in the past, and a protest or revolt against external forces that thrust themselves upon these institutions. The aim was to give new scope to the people's creative activity so they could work out necessary institutions with fresh vigor.",2ed13a01f91a2ce9d037f275f7dbdf7baca6f79c865f495f0a2a1c67fc80beca,state_law,kropotkin_corpus/essays/modern_science_and_anarchism/section_001_full_text.txt,2,grounded,NA,ex_643
